,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia,acf.ucdlib_uacollections_description,acf.ucdlib_uacollections_history,acf.ucdlib_uacollections_call_num,acf.ucdlib_uacollections_extent_num,acf.ucdlib_uacollections_extent_type,acf.ucdlib_uacollections_date,acf.ucdlib_uacollections_subject,acf.ucdlib_uacollections_moreinfo_url,acf.ucdlib_uacollections_moreinfo_name
487,ark:/13030/c8nv9mhm/,English,,C. Nelson Hackett Papers,,D-152,,,,"Correspondence, manuscripts, photographs, books, business records, clippings, legal papers, scrapbooks, photo albums, ephemera, and realia.",,1885-1977,"Hackett, C. Nelson, 1888-1973.",23.9 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,ark:/13030/c8nv9rh8/,English,"University of California, Davis Library, Dept. of Special Collections",Pedro (Peter) Camejo Papers,"Camejo, Pedro",D-504,20 linear feet,1928-2008,,"California politician Peter Camejo&#39;s journals, correspondence, writings, and audiovisual materials.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,ark:/13030/c8nz89xx/,English,,Alexander Sergevich Orloff Collection,,D-198,,,,"Scripts in Russian by both Russian and European playwrights; some programs, reviews, and slides regarding Russian theatre.",,1830-1962,"Orloff, Alexander Sergevich.",13 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,ark:/13030/c8p2711x/,English,,Leon H. Schmidt Collection,,D-209,,,,"Early photographs, 35mm and lantern slides of the California National Primate Research Center.",,1960-1982,"Schmidt, Leon H.",1 linear foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,ark:/13030/c8p274jw/,English,,Marieke and Frans de Waard Wine Label Scrapbook,,MC283,,,,"Notebook-size scrapbook of wine labels, mostly from South Africa and California.",,1973-1979,"de Waard, Marieke. de Waard, Frans.",1 scrapbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,ark:/13030/c8p27504/,English,,William Briedenback Collection,,MC111,,,,"Manuscript of Reminiscences of E. D. Pierce, discoverer of gold in Idaho, relating the story of Irish immigrants in California.",,1957,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,ark:/13030/c8p55qsb/,English,,Daniel J. Crowley Papers,,D-165,,,,"Journals, newsletters, articles, reviews, correspondence, and research materials reflecting Crowley&#39;s interest in art and anthropology.",,1918-1997,"Crowley, Daniel J., 1921-",85 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,ark:/13030/c8p55vd2/,English,,Yolo Winery Association Collection,,MC128,,,,"Minutes of the regular meetings of the association, discussing wine prices, stock options, winery operations, and other common concerns.",,1885-1895,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,ark:/13030/c8p849ms/,Collection materials in English.,,Fermentation Technology Collection,"University of California, Davis. General Library. Dept. of Special Collections.",O-038,,1887-1922,,"This small collection contains manuals, catalogs, and brochures relating to equipment used in enology, brewing, and distillation.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,ark:/13030/c8pc343n/,English,,Walter Schoenstedt Papers,,D-026,,,,"Correspondence, speeches, typescripts of novels, book reviews, and short stories, mostly in German. Collection also includes one photograph album.",,1930-1954,"Schoenstedt, Walter, 1919-",2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,ark:/13030/c8pc34kx/,English,,J. Richard Jones Papers,,D-302,,,,"Materials relating to the wine trade between England and France between the 16th-18th centuries; research data on apprenticeships, taverns, ports, and volumes of trade in paper and microfilm.",,1500-1799,null,6.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,ark:/13030/c8pc37jq/,English,"University of California, Davis General Library, Dept. of Special Collections",René Rondeau Wine Label and Menu Collection,"Rondeau, René",D-620,4.2 linear feet,1848-1980,,"René Rondeau was manager and vice president of Draper &amp; Esquin Wine Merchants in San Francisco, California. The collection includes wine labels and promotional cards from French, German, and California wineries, including a substantial set of labels from Château Haut-Brion and related wineries. Also present in the collection are dinner menus, research files, auction catalogs, and a small amount of realia.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ark:/13030/c8pg1txz/,English,,John J. Mondry Horticulture Photographs,,D-520,,,,"35mm slides taken by Mondry of flowers and vegetables including: zinnias, marigolds, orchids, squash, cucumbers, corn, and cantaloupes.",,1961-1990,"Mondry, John J. (1917-1994)",1 linear foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,ark:/13030/c8pg1v1q/,English,,Lawrence A. Harper Papers,,D-271,,,,"Photostats, microfilm, and research notes relating to commercial shipping in the British Colonial ports of North America.",,1660-1972,"Harper, Lawrence A.(Lawrence Averell),1901-",115.2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,ark:/13030/c8pg1zmk/,English,,George E Murphy Collection,,MC167,,,,"Photographs of the University of California, Davis campus and events.",,1924,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,ark:/13030/c8pk0hcq/,Collection materials in English.,,Davey Marlin-Jones Press Kit Collection,"Marlin-Jones, Davey, 1932-2004",D-566,,1977-1987,,"Davey Marlin-Jones (1932-2004) served as the arts critic for the CBS affiliate WTOP/WUSA, Channel 9 in Washington DC, from 1970 to 1987. The collection contains entertainment publicity materials, primarily press kits for motion pictures. The press kits contain information about the motion picture and usually include: a synopsis, background and production information, actor and director biographies, and often photographic still prints from the film.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,8 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,ark:/13030/c8pk0hwf/,English,,Ruth Teiser Collection,,D-008,,,,"Product information reports, statistical information, interview transcripts, wine guides, lists, and brochures relating to her work as a researcher and writer.",,1960-1990,"Teiser, Ruth",2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,ark:/13030/c8pk0p19/,English,,Gordie C. Hanna Papers,,MC061,,,,Correspondence with colleagues regarding tomato breeding activities.,,1968,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,ark:/13030/c8pn97jr/,English,,Dwight Morrow Papers,,D-095,,,,"Dwight Morrow (1861-1954) served as Professor of History at the Monterey Institute of Foreign Studies. He was a specialist on the phylloxera disease in grapes and on Franco-American agricultural history, and the history of French viticulture. The collection contains manuscripts, typescripts, and research materials used for Morrow’s publications, including The Phylloxera story, wine and the vine in the history of France, and A French Botanist Visits American Vineyards.",,1881-1954,"Morrow, Dwight W.,1861-1954",15 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,ark:/13030/c8pn98zj/,English,,Dean DeCarli Papers,,D-493,,,,Certificates and awards presented to DeCarli as well as DVD and VHS copies of his oral history (2002) and &#34;The DeCarli and Foy Families and Recollections&#34;.,,1923-2002,"DeCarli, Dean, 1908-.",2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,ark:/13030/c8pr7xqj/,English,,James P. Fairbank Papers,,D-101,,,,"Notebooks, photographs, proceedings, journals and correspondence pertaining to such civil engineering issues as fire protection and land use.",,1920-1950,"Fairbank, J. P. (James Partridge), 1891-1978",5.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,ark:/13030/c8pv6nmj/,English,,Terry R. Galloway Collection,,D-267,,,,Best Manufacturing Company photograph albums and patent books.,,1871-1984,Best Manufacturing Company,3 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,ark:/13030/c8pv6r15/,English,"University of California, Davis General Library, Dept. of Special Collections",John R. Hall Papers,"Hall, John R.",D-603,3.5 linear feet,1966-2004,,"The John R. Hall Papers include published articles, unpublished conference and other papers, subject files, department memos, correspondence, event flyers, and a small set of published materials relating to intentional communities.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,ark:/13030/c8pv6s78/,English,,Thomas A. Edison Papers,,MC040,,,,"Brief letter of reference for Major MacLaughlin, in holograph.",,1894,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,ark:/13030/c8pz5bjk/,English,,Botanical Prints Collection,,D-042,,,,Block prints made by Henry Evans and Edmund E. Simpson.,,[1960s],"University of California, Davis. Library. Department of Special Collections.",0.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,ark:/13030/c8pz5d5g/,English,"University of California, Davis Library, Dept. of Special Collections",American Bicyclist Records,American Bicyclist Magazine,D-472,7 linear feet,1953-1993,,,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,ark:/13030/c8q245dp/,English,"University of California, Davis General Library, Dept. of Special Collections",Winsor W. McLean Scrapbook,"McLean, Winsor W., 1897-1974",MC265,0.2 linear feet,circa 1915-1918,,"Winsor Wimberly McClean was born on September 24, 1897 in Mojave, California to Neil Everett McLean and Annie Laura Wimberly. Winsor enrolled at the University Farm School circa 1915-1918 as part of the non-degree program. This scrapbook by Winsor W. McLean shows the University Farm School during his time as a student. Other images in the scrapbook include a forest setting, which could be the area near Happy Camp, California, as well as several images of the military which are possibly from McLean&#39;s time in the U.S. Navy.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,ark:/13030/c8q2465z/,English,,Jessie C. Weslow Papers,,MC062,,,,Typescript of Weslow&#39;s article about location of a Donner Party site.,,undated,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,ark:/13030/c8q81fsv/,English,"University of California, Davis Library, Dept. of Special Collections",Thomas E. Weier Papers,"Weier, T. Elliot (Thomas Elliot) (1903-1991)",D-019,1 film 8 mm,1929-1991,,"Photo albums, diaries, research notes and lab notebooks corresponding to Weier&#39;s frequent and extensive collecting trips, including field trips with his botany classes.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,ark:/13030/c8q81g90/,English,,Edward Rudin Papers,,D-420,,,,"Materials relating to mental health services in California and the Short-Doyle Act. Present as well are articles, speeches, presentations, and syllabi for courses Rudin taught as Clinical Professor of Psychiatry at UC Davis. Materials relating to his involvement with the Sacramento Area Physicians for Social Responsibility and the United Nations Association of Sacramento are also included.",,1953-2003,null,4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,ark:/13030/c8q81gfs/,English,"University of California, Davis Library, Dept. of Special Collections",University of California Center for Cooperatives Collection,University of California (System). Center for Cooperatives,D-395,36 linear feet,1960-2003,,Books and pamphlets relating to cooperatives from thelibrary of the University of California Center for Cooperatives library.,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,ark:/13030/c8q81jkd/,English,"University of California, Davis Library, Dept. of Special Collections",Hugh Johnson Archives,"Johnson, Hugh, 1939-",D-599,504 MB,1954-2021,,"Hugh Johnson (1939-present) is a British writer and expert on wine. This collection of his papers includes handwritten and typescript manuscripts, research files, correspondence related to several of Mr. Johnson&#39;s books on wine, drafts of many of his articles, correspondence and notes on his publications and related projects, and a set of press clippings and scrapbooks documenting his early work.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,ark:/13030/c8qc0448/,Collection materials in English.,,Charles L. Stilson Papers,"Stilson, Charles L.",MC248,3 letters,1864-1885,,"Charles L. Stilson (1844-1922) was a businessman in Chico, California. The collection contains twenty-three letters, the majority of which are written to Stilson by the aunt who raised him, Elizabeth L. Stilson. The letters discuss life in Chico, family news, and Stilson&#39;s business dealings.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,0.2 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,ark:/13030/c8qf8w3n/,English,"University of California, Davis Library, Dept. of Special Collections",Ralph Kunkee Papers,"Kunkee, R. E. (Ralph E.)",D-549,30 linear feet,1960-2010,,"Kunkee&#39;s personal journals (diaries) and calendars, course materials, conference materials, and slides.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,ark:/13030/c8qj7kc5/,English,,"Engravings, Portraits Collection",,D-233,,,,"Images of people, primarily English, from 17th-18th century.",,circa 1650-1750,null,0.8 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,ark:/13030/c8qj7khz/,English,,Blackwelder Manufacturing Co. Records,,D-326,,,,"Business records, correspondence, photographs, patent information, manuals, bills of material, drawings, blueprints, and specifications.",,1902-1989,Blackwelder Manufacturing Company.,58 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,ark:/13030/c8qj7pgr/,English,"University of California, Davis General Library, Dept. of Special Collections",International Nursery and Seed Catalog Collection,"University of California, Davis. Library",O-041,36.4 linear feet,1845-2013,,This collection consists of catalogs from nurseries and seed companies outside the United States.,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,ark:/13030/c8qj7q37/,English,,Robert Fahrner Collection,,D-227,,,,Framed and unframed playbills and images of actors and actresses collected by UC Davis Professor of Dramatic Art Robert Fahrner.,,undated,null,2.4 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ark:/13030/c8qj7q6k/,English,,Richard M. Fisch Papers,,MC177,,,,"Correspondence, photographs, videotapes, clippings.",,undated,null,0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,ark:/13030/c8qn6b4s/,English,"University of California, Davis Library, Dept. of Special Collections",Henry Putnam Pohler Collection,"Pohler, Henry Putnam.",D-490,24 linear feet,1988-2008,,Documents related to the historical perspectives of California State Hospitals and Developmental Centers collected by psychologist Henry Putnam Pohler.,"Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,ark:/13030/c8qr4xwz/,Collection materials in English.,,Michael P. Smith Papers,"Smith, Michael P.",D-556,4.5 linear feet,1969-2012,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,7 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,ark:/13030/c8qv3ks4/,English,"University of California, Davis General Library, Dept. of Special Collections",Kenneth Knox Collection,"Knox, Kenneth Ray",D-547,5.0 linear feet.,1943-1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,ark:/13030/c8qv3ptt/,English,,Hal Draper Papers,,D-373,,,,Collection contains research notes relating to political history and manuscripts of his writing.,,circa 1940-1990,"Draper, Hal.",85 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,ark:/13030/c8qv3td3/,English,,George Cruikshank Collection,,MC052,,,,"Twelve of Cruikshank&#39;s illustrations, depicting Charles Dibdin&#39;s ballads of sailors; one engraving of Charles Dibdin.",,1841,"Cruikshank, George (1792-1897).",0.1 linear feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,ark:/13030/c8qz2h13/,English,"University of California, Davis General Library, Dept. of Special Collections",Christopher M. Dewees Papers on Marine Fisheries,"Dewees, Christopher M.",D-610,1 computer disc (CD) CD-ROM,1964-2008,,"Christopher M. Dewees is Marine Fisheries Specialist Emeritus in the University of California Cooperative Extension. The collection includes reprints, subject files, reports, conference proceedings, and video recordings collected by Dewees.","Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
