,ark,language of material,contributing institution,title,creator,call_number,physical description,date (inclusive),date (bulk),abstract,physical location,dates,creator/collector,extent,date,photographer,collector,material specific details,source,author,language,phyiscal location,repository,record series,origination,shelf location,original,series,id,date_gmt,modified,modified_gmt,slug,status,type,link,featured_media,template,tags,guid.rendered,title.rendered,acf.ucdlib_manuscript_biog,acf.ucdlib_manuscript_descrip,acf.ucdlib_manuscript_call_num,acf.ucdlib_manuscript_date,acf.ucdlib_manuscript_extent_num,acf.ucdlib_manuscript_extent_type,acf.ucdlib_manuscript_url,acf.ucdlib_manuscript_moreinfo_name,acf.ucdlib_manuscript_moreinfo_url,acf.ucdlib_manuscript_moreinfo2_name,acf.ucdlib_manuscript_moreinfo2_url,acf.ucdlib_manuscript_photo_cat,_links.self,_links.collection,_links.about,_links.wp:attachment,_links.wp:term,_links.curies,_links.wp:featuredmedia
102,ark:/13030/c83r0vsp/,English,,Oscar M. F. Nelson Papers,,D-119,,,,Drawings and manuscripts pertaining to sugar and refining methods.,,1923-1938,"Nelson, Oscar M.F.",0.8 linear feet.,,,,,,,,,,,,,,,10865.0,2017-03-22T19:56:22,2017-03-22T12:56:22,2017-03-22T19:56:22,nelson-oscar-m-f-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/nelson-oscar-m-f-papers/,0.0,,[2631],https://www.library.ucdavis.edu/manuscript/nelson-oscar-m-f-papers/,"Nelson, Oscar M. F. Papers.",Employee in the Control Department of the California and Hawaiian Sugar Refining Corporation.,Drawings and manuscripts pertaining to sugar and refining methods.,D-119,1923-1938.,0.8,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c83r0vsp/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10865'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10865'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10865'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
103,ark:/13030/c83t9k8r/,English,,James Spicer and Morris Ploscowe Collection,,D-138,,,,"Correspondence, ephemera, legal documents, programs, and promotional materials. Among the most significant items in this collection are Ploscowe&#39;s files regarding the political activities of Julian Beck and Judith Malina, co-founders of the Living Theatre, and Judith Malina&#39;s diaries.",,1955-1973,"Spicer, James Ploscowe, Morris",3 linear feet,,,,,,,,,,,,,,,11036.0,2017-03-22T19:56:28,2017-03-22T12:56:28,2017-03-22T19:56:28,spicer-james-and-morris-ploscowe-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/spicer-james-and-morris-ploscowe-collection/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/spicer-james-and-morris-ploscowe-collection/,"Spicer, James and Morris Ploscowe. Collection.",James Spicer was the Living Theatre's General Manager from 1959 to 1963 and from 1970 to 1974. Morris Ploscowe was the Living Theatre's attorney for several years.,"Correspondence, ephemera, legal documents, programs, and promotional materials. Among the most significant items in this collection are Ploscowe's files regarding the political activities of Julian Beck and Judith Malina, co-founders of the Living Theatre, and Judith Malina's diaries.",D-138,1955-1973.,3,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11036'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11036'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11036'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
104,ark:/13030/c83t9kf0/,English,,Robert A. Wiggins Papers,,D-301,,,,"Departmental correspondence, minutes, meeting notes, manuscripts, book reviews, class rosters, lecture notes, and curriculum development materials.",,1950-1989,null,5 linear feet,,,,,,,,,,,,,,,11157.0,2017-03-22T19:56:33,2017-03-22T12:56:33,2017-03-22T19:56:33,wiggins-robert-a-1921-1989-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/wiggins-robert-a-1921-1989-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/wiggins-robert-a-1921-1989-papers/,"Wiggins, Robert A. (1921-1989). Papers.","Professor of English, University of California, Davis (1966-1989).","Departmental correspondence, minutes, meeting notes, manuscripts, book reviews, class rosters, lecture notes, and curriculum development materials.",D-301,1950-1989.,5,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c83t9kf0/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11157'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11157'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11157'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
106,ark:/13030/c83t9q35/,English,,Farm Labor Training Collection,,MC112,,,,"Material about tomato harvesting training course; photographs, clippings, proposal.",,circa 1960,null,0.1 linear feet,,,,,,,,,,,,,,,10593.0,2017-03-22T19:56:13,2017-03-22T12:56:13,2017-03-22T19:56:13,farm-labor-training-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/farm-labor-training-collection/,0.0,,[1439],https://www.library.ucdavis.edu/manuscript/farm-labor-training-collection/,Farm Labor Training. Collection.,,"Material about tomato harvesting training course; photographs, clippings, proposal.",MC112,196-.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10593'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10593'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10593'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
108,ark:/13030/c83x87n6/,English,"University of California, Davis Library, Dept. of Special Collections",Ray Thelen Papers,"Thelen, Ray, 1918-2005",D-470,0.5 Linear Feet,1932-2006,,The Ray Thelen Papers document the work of American baking technologist Ray Thelen (1918-2005). The papers span the dates 1932 through 2004. The collection includes: commercial recipes and formulas developed by Thelen; commercial and home recipes and formulas gathered from other sources; technical papers by Thelen; and correspondence between Thelen and other bakers. The collection also includes a small set of photographs and one VHS.,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,11080.0,2017-03-22T19:56:30,2017-03-22T12:56:30,2017-03-22T19:56:30,thelen-ray-1918-2005-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/thelen-ray-1918-2005-papers/,0.0,,[2631],https://www.library.ucdavis.edu/manuscript/thelen-ray-1918-2005-papers/,"Thelen, Ray (1918-2005). Papers.","Bakery technologist; Executive vice president of Mother Murphy's Laboratories Inc., a flavoring company in Greensboro, North Carolina (1966-2005).","Recipes and formulas developed by Thelen during his years as a baker, industry technician, and baking industry consultant. Technical papers which Thelen presented at industry meetings and conventions. Correspondence between Thelen and bakers, bakery owners, bakery plant managers, and industry consultants.",D-470,1932-2004,16,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c83x87n6/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11080'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11080'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11080'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
109,ark:/13030/c83x88wr/,English,,Norman Schaefer Papers,,D-341,,,,"Manuscripts, poems, correspondence, photographs.",,1947-2019,"Schaefer, Norman.",9.4 linear feet,,,,,,,,,,,,,,,10996.0,2017-03-22T19:56:27,2017-03-22T12:56:27,2017-03-22T19:56:27,schaefer-norman-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/schaefer-norman-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/schaefer-norman-papers/,"Schaefer, Norman. Papers.",California poet,"Manuscripts, poems, correspondence, photographs.",D-341,[1937-].,2.1,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c83x88wr/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10996'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10996'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10996'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
110,ark:/13030/c83x89vq/,English,,Veterans History Project Collection,,D-454,,,,"As a regional partner of the Veterans History Project sponsored by the American Folklife Center at the Library of Congress, the Pacific Regional Humanities Center at the University of California, Davis collected thirty one oral histories of veterans in World War II, the Korean War, and the Vietnam War. This collection contains the original recordings of those oral histories.",,2003-2004,null,1.2 linear feet,,,,,,,,,,,,,,,11118.0,2017-03-22T19:56:31,2017-03-22T12:56:31,2017-03-22T19:56:31,veterans-history-project-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/veterans-history-project-collection/,0.0,,[1623],https://www.library.ucdavis.edu/manuscript/veterans-history-project-collection/,Veterans History Project Collection,,"As a regional partner of the Veterans History Project sponsored by the American Folklife Center at the Library of Congress, the Pacific Regional Humanities Center at the University of California, Davis collected thirty one oral histories of veterans in World War II, the Korean War, and the Vietnam War. This collection contains the original recordings of those oral histories.",D-454,2003-2004,1.2,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c83x89vq/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11118'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11118'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11118'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
111,ark:/13030/c83x8csn/,English,"University of California, Davis Library, Dept. of Special Collections",Imprimerie Jeanbin Collection of Wine Label Art,Imprimerie Jeanbin,D-627,4 linear feet,,1920s-1960s,"Imprimerie Jeanbin was a French printing company in operation from 1840-1962. The collection includes artwork created in the design and production of French wine labels, as well as printed wine labels, menus, wine lists, and brochures related to Imprimerie Jeanbin. Also included in the collectuion are labels for other beverages as well as label designs and press proofs for cigarettes (Gauloises), a liquor store in Guadalupe, wine shop brochures, and several unidentified images.","Researchers should contact Archives and Special Collections to request collections, as many are stored offsite.",,,,,,,,,,,,,,,,,,25554.0,2018-01-12T18:29:54,2018-01-12T10:29:54,2018-01-12T18:29:54,jeanbin-wine-label-art-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/jeanbin-wine-label-art-collection/,0.0,,[2621],https://www.library.ucdavis.edu/?post_type=manuscript&#038;p=25554,Jeanbin Wine Label Art Collection,"<div class=""collection-heading""> Imprimerie Jeanbin was a French printing company in operation from 1840-1962.</div>","<div class=""collection-item"">
<div class=""collection-description"">The collection includes artwork created in the design and production of French wine labels, as well as printed wine labels, menus, wine lists, and brochures related to Imprimerie Jeanbin. Also included in the collection are labels for other beverages as well as label designs and press proofs for cigarettes (Gauloises), a liquor store in Guadalupe, wine shop brochures, and several unidentified images.</div>
</div>",D-627,1920s-1960s.,4 ,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/25554'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=25554'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=25554'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
114,ark:/13030/c84173x3/,English,,Charles B. Garrigus Papers,,MC015,,,,"California Poet Laureate and State Assemblyman Charles B. Garrigus&#39; unpublished diary, entitled An American Journal.",,1939-1982,null,0.3 linear feet,,,,,,,,,,,,,,,10633.0,2017-03-22T19:56:14,2017-03-22T12:56:14,2017-03-22T19:56:14,garrigus-charles-b-1914-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/garrigus-charles-b-1914-papers/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/garrigus-charles-b-1914-papers/,"Garrigus, Charles B. (1914- ) Papers.",Poet laureate of California; author of <cite>California Poems</cite> (1966) and <cite>Brief Candle: A Novel</cite> (1987). State Assemblyman (1958-1966).,"Garrigus' diary, entitled An American Journal (unpublished).",MC015,1939-1982.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10633'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10633'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10633'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
115,ark:/13030/c8445psm/,Collection materials in English.,,James Forbes Papers,"Forbes, James, 1871-1938",D-581,,circa 1904-1937,,,"Researchers should contact Special Collections to request collections, as many are stored offsite.",,,9.2 linear feet,,,,,,,,,,,,,,,10619.0,2017-03-22T19:56:14,2017-03-22T12:56:14,2017-03-22T19:56:14,forbes-james-papers,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/forbes-james-papers/,0.0,,[2623],https://www.library.ucdavis.edu/manuscript/forbes-james-papers/,"Forbes, James. Papers","James Forbes (1871-1938), a twentieth century playwright, authored The Chorus Lady, The Commuters, and The Famous Mrs. Fair.","The collection contains manuscripts, correspondence, clippings, photographs, and memorabilia related to a number of his works.",D-581,1904-1937.,9.2,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8445psm/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10619'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10619'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10619'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
116,ark:/13030/c8445qvx/,English,,Dorothy Wordsworth Collection,,MC100,,,,Correspondence written by Dorothy Wordsworth to Richard Sharp (1759-1835) and Maria Kinnaird.,,1826-1849,"Wordsworth, Dorothy, 1771-1855.",0.1 linear feet,,,,,,,,,,,,,,,11181.0,2017-03-22T19:56:34,2017-03-22T12:56:34,2017-03-22T19:56:34,wordsworth-dorothy-1771-1855-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/wordsworth-dorothy-1771-1855-collection/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/wordsworth-dorothy-1771-1855-collection/,"Wordsworth, Dorothy (1771-1855). Collection.","Sister of William Wordsworth, the English poet.",Correspondence written by Dorothy Wordsworth to Richard Sharp (1759-1835) and Maria Kinnaird.,MC100,1826-1849.,0,linear feet,http://www.oac.cdlib.org/findaid/ark:/13030/c8445qvx/,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/11181'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=11181'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=11181'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
117,ark:/13030/c8445tbf/,English,,COSMEP Collection,,MC117,,,,Conference proceeding and tapes.,,undated,null,0.1 linear feet,,,,,,,,,,,,,,,10507.0,2017-03-22T19:56:10,2017-03-22T12:56:10,2017-03-22T19:56:10,committee-of-small-magazine-editorspublishers-cosmep-collection,publish,manuscript,https://www.library.ucdavis.edu/archives-and-special-collections/manuscript/committee-of-small-magazine-editorspublishers-cosmep-collection/,0.0,,[2626],https://www.library.ucdavis.edu/manuscript/committee-of-small-magazine-editorspublishers-cosmep-collection/,Committee of Small Magazine Editors/Publishers (COSMEP). Collection.,,Conference proceeding and tapes.,MC117,19--19--.,,linear feet,,,,,,False,[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript/10507'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/types/manuscript'}],[{'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/media?parent=10507'}],"[{'taxonomy': 'post_tag', 'embeddable': True, 'href': 'https://www.library.ucdavis.edu/wp-json/wp/v2/tags?post=10507'}]","[{'name': 'wp', 'href': 'https://api.w.org/{rel}', 'templated': True}]",
